file_name,width,height,id_x,license_x,file_path,category_id,image_id,segmentation,iscrowd,bbox,area,id_y,license_y,x_min,y_min,x_max,y_max
image_000000001.jpg,1024,768,0,1,./eagleview/data/raw/trainval/images/image_000000001.jpg,1,0,[],0,"[846, 145, 146, 477]",0.08855438232421875,0,2,846,145,992,622
image_000000001.jpg,1024,768,0,1,./eagleview/data/raw/trainval/images/image_000000001.jpg,1,0,[],0,"[848, 216, 175, 551]",0.12261072794596355,1,2,848,216,1023,767
image_000000001.jpg,1024,768,0,1,./eagleview/data/raw/trainval/images/image_000000001.jpg,2,0,[],0,"[74, 159, 75, 81]",0.007724761962890625,2,2,74,159,149,240
image_000000001.jpg,1024,768,0,1,./eagleview/data/raw/trainval/images/image_000000001.jpg,2,0,[],0,"[153, 124, 658, 643]",0.5379918416341146,3,2,153,124,811,767
image_000000002.jpg,1024,576,1,1,./eagleview/data/raw/trainval/images/image_000000002.jpg,1,1,[],0,"[488, 281, 28, 71]",0.0033704969618055555,4,2,488,281,516,352
image_000000002.jpg,1024,576,1,1,./eagleview/data/raw/trainval/images/image_000000002.jpg,2,1,[],0,"[26, 283, 145, 75]",0.018437703450520832,5,2,26,283,171,358
image_000000002.jpg,1024,576,1,1,./eagleview/data/raw/trainval/images/image_000000002.jpg,2,1,[],0,"[592, 287, 121, 99]",0.0203094482421875,6,2,592,287,713,386
image_000000003.jpg,1024,683,2,1,./eagleview/data/raw/trainval/images/image_000000003.jpg,1,2,[],0,"[8, 0, 80, 609]",0.06966050512445095,7,2,8,0,88,609
image_000000003.jpg,1024,683,2,1,./eagleview/data/raw/trainval/images/image_000000003.jpg,1,2,[],0,"[57, 32, 151, 256]",0.05527086383601757,8,2,57,32,208,288
image_000000003.jpg,1024,683,2,1,./eagleview/data/raw/trainval/images/image_000000003.jpg,1,2,[],0,"[167, 0, 289, 648]",0.2677640007320644,9,2,167,0,456,648
image_000000003.jpg,1024,683,2,1,./eagleview/data/raw/trainval/images/image_000000003.jpg,1,2,[],0,"[330, 67, 80, 203]",0.023220168374816982,10,2,330,67,410,270
image_000000003.jpg,1024,683,2,1,./eagleview/data/raw/trainval/images/image_000000003.jpg,1,2,[],0,"[366, 151, 267, 340]",0.12979845351390923,11,2,366,151,633,491
image_000000003.jpg,1024,683,2,1,./eagleview/data/raw/trainval/images/image_000000003.jpg,1,2,[],0,"[408, 65, 85, 171]",0.020782336658125913,12,2,408,65,493,236
image_000000003.jpg,1024,683,2,1,./eagleview/data/raw/trainval/images/image_000000003.jpg,1,2,[],0,"[533, 65, 69, 107]",0.010556311767935578,13,2,533,65,602,172
image_000000003.jpg,1024,683,2,1,./eagleview/data/raw/trainval/images/image_000000003.jpg,1,2,[],0,"[587, 251, 250, 332]",0.11867450585651537,14,2,587,251,837,583
image_000000003.jpg,1024,683,2,1,./eagleview/data/raw/trainval/images/image_000000003.jpg,1,2,[],0,"[618, 41, 74, 157]",0.016611571193265007,15,2,618,41,692,198
image_000000003.jpg,1024,683,2,1,./eagleview/data/raw/trainval/images/image_000000003.jpg,1,2,[],0,"[691, 49, 59, 102]",0.008604616581259151,16,2,691,49,750,151
image_000000003.jpg,1024,683,2,1,./eagleview/data/raw/trainval/images/image_000000003.jpg,1,2,[],0,"[748, 67, 43, 69]",0.0042422561310395315,17,2,748,67,791,136
image_000000003.jpg,1024,683,2,1,./eagleview/data/raw/trainval/images/image_000000003.jpg,2,2,[],0,"[609, 0, 414, 498]",0.2947874725475842,18,2,609,0,1023,498
image_000000004.jpg,1024,675,3,1,./eagleview/data/raw/trainval/images/image_000000004.jpg,1,3,[],0,"[454, 188, 104, 117]",0.017604166666666667,19,2,454,188,558,305
image_000000004.jpg,1024,675,3,1,./eagleview/data/raw/trainval/images/image_000000004.jpg,2,3,[],0,"[112, 139, 796, 411]",0.4733159722222222,20,2,112,139,908,550
image_000000005.jpg,1024,926,4,1,./eagleview/data/raw/trainval/images/image_000000005.jpg,1,4,[],0,"[221, 718, 52, 122]",0.006690402267818574,21,2,221,718,273,840
image_000000005.jpg,1024,926,4,1,./eagleview/data/raw/trainval/images/image_000000005.jpg,1,4,[],0,"[305, 766, 61, 113]",0.007269379387149028,22,2,305,766,366,879
image_000000005.jpg,1024,926,4,1,./eagleview/data/raw/trainval/images/image_000000005.jpg,1,4,[],0,"[514, 735, 51, 176]",0.009466117710583153,23,2,514,735,565,911
image_000000005.jpg,1024,926,4,1,./eagleview/data/raw/trainval/images/image_000000005.jpg,1,4,[],0,"[651, 728, 61, 152]",0.009778280237580993,24,2,651,728,712,880
image_000000005.jpg,1024,926,4,1,./eagleview/data/raw/trainval/images/image_000000005.jpg,1,4,[],0,"[716, 738, 33, 136]",0.004733058855291576,25,2,716,738,749,874
image_000000005.jpg,1024,926,4,1,./eagleview/data/raw/trainval/images/image_000000005.jpg,1,4,[],0,"[763, 736, 54, 146]",0.008314491090712743,26,2,763,736,817,882
image_000000005.jpg,1024,926,4,1,./eagleview/data/raw/trainval/images/image_000000005.jpg,1,4,[],0,"[778, 751, 39, 122]",0.005017801700863931,27,2,778,751,817,873
image_000000005.jpg,1024,926,4,1,./eagleview/data/raw/trainval/images/image_000000005.jpg,1,4,[],0,"[838, 738, 50, 109]",0.005747587068034557,28,2,838,738,888,847
image_000000005.jpg,1024,926,4,1,./eagleview/data/raw/trainval/images/image_000000005.jpg,1,4,[],0,"[869, 763, 32, 72]",0.002429805615550756,29,2,869,763,901,835
image_000000005.jpg,1024,926,4,1,./eagleview/data/raw/trainval/images/image_000000005.jpg,2,4,[],0,"[0, 690, 273, 235]",0.06765806391738662,30,2,0,690,273,925
image_000000006.jpg,1024,683,5,1,./eagleview/data/raw/trainval/images/image_000000006.jpg,1,5,[],0,"[241, 31, 73, 93]",0.009707002653733528,31,2,241,31,314,124
image_000000006.jpg,1024,683,5,1,./eagleview/data/raw/trainval/images/image_000000006.jpg,1,5,[],0,"[805, 132, 18, 58]",0.0014927251098096632,32,2,805,132,823,190
image_000000006.jpg,1024,683,5,1,./eagleview/data/raw/trainval/images/image_000000006.jpg,2,5,[],0,"[0, 0, 773, 459]",0.5073077758967789,33,2,0,0,773,459
image_000000006.jpg,1024,683,5,1,./eagleview/data/raw/trainval/images/image_000000006.jpg,2,5,[],0,"[811, 102, 212, 234]",0.07093017935578332,34,2,811,102,1023,336
image_000000007.jpg,1024,576,6,1,./eagleview/data/raw/trainval/images/image_000000007.jpg,1,6,[],0,"[0, 184, 246, 279]",0.116363525390625,35,2,0,184,246,463
image_000000007.jpg,1024,576,6,1,./eagleview/data/raw/trainval/images/image_000000007.jpg,1,6,[],0,"[57, 127, 127, 160]",0.03445095486111111,36,2,57,127,184,287
image_000000007.jpg,1024,576,6,1,./eagleview/data/raw/trainval/images/image_000000007.jpg,1,6,[],0,"[172, 161, 151, 278]",0.0711703830295139,37,2,172,161,323,439
image_000000007.jpg,1024,576,6,1,./eagleview/data/raw/trainval/images/image_000000007.jpg,1,6,[],0,"[272, 53, 145, 348]",0.08555094401041667,38,2,272,53,417,401
image_000000007.jpg,1024,576,6,1,./eagleview/data/raw/trainval/images/image_000000007.jpg,1,6,[],0,"[398, 179, 168, 324]",0.09228515625,39,2,398,179,566,503
image_000000007.jpg,1024,576,6,1,./eagleview/data/raw/trainval/images/image_000000007.jpg,2,6,[],0,"[894, 348, 129, 227]",0.049647013346354164,40,2,894,348,1023,575
image_000000008.jpg,1024,768,7,1,./eagleview/data/raw/trainval/images/image_000000008.jpg,1,7,[],0,"[38, 685, 32, 31]",0.0012613932291666667,41,2,38,685,70,716
image_000000008.jpg,1024,768,7,1,./eagleview/data/raw/trainval/images/image_000000008.jpg,1,7,[],0,"[100, 680, 38, 59]",0.0028508504231770835,42,2,100,680,138,739
image_000000008.jpg,1024,768,7,1,./eagleview/data/raw/trainval/images/image_000000008.jpg,1,7,[],0,"[110, 682, 11, 24]",0.000335693359375,43,2,110,682,121,706
image_000000008.jpg,1024,768,7,1,./eagleview/data/raw/trainval/images/image_000000008.jpg,1,7,[],0,"[213, 675, 14, 29]",0.0005162556966145834,44,2,213,675,227,704
image_000000008.jpg,1024,768,7,1,./eagleview/data/raw/trainval/images/image_000000008.jpg,1,7,[],0,"[247, 676, 34, 58]",0.0025075276692708335,45,2,247,676,281,734
image_000000008.jpg,1024,768,7,1,./eagleview/data/raw/trainval/images/image_000000008.jpg,1,7,[],0,"[375, 675, 16, 52]",0.0010579427083333333,46,2,375,675,391,727
image_000000008.jpg,1024,768,7,1,./eagleview/data/raw/trainval/images/image_000000008.jpg,1,7,[],0,"[405, 682, 35, 51]",0.002269744873046875,47,2,405,682,440,733
image_000000008.jpg,1024,768,7,1,./eagleview/data/raw/trainval/images/image_000000008.jpg,2,7,[],0,"[950, 668, 65, 75]",0.006198883056640625,48,2,950,668,1015,743
image_000000009.jpg,1024,694,8,1,./eagleview/data/raw/trainval/images/image_000000009.jpg,1,8,[],0,"[317, 80, 174, 272]",0.06659762247838617,52,2,317,80,491,352
image_000000009.jpg,1024,694,8,1,./eagleview/data/raw/trainval/images/image_000000009.jpg,1,8,[],0,"[793, 188, 74, 183]",0.01905563310518732,53,2,793,188,867,371
image_000000009.jpg,1024,694,8,1,./eagleview/data/raw/trainval/images/image_000000009.jpg,1,8,[],0,"[893, 166, 79, 188]",0.020899000360230548,54,2,893,166,972,354
image_000000009.jpg,1024,694,8,1,./eagleview/data/raw/trainval/images/image_000000009.jpg,2,8,[],0,"[825, 168, 32, 25]",0.0011257204610951009,55,2,825,168,857,193
image_000000010.jpg,1024,683,9,1,./eagleview/data/raw/trainval/images/image_000000010.jpg,1,9,[],0,"[148, 234, 122, 447]",0.07797343978770131,49,2,148,234,270,681
image_000000010.jpg,1024,683,9,1,./eagleview/data/raw/trainval/images/image_000000010.jpg,2,9,[],0,"[627, 235, 322, 159]",0.07320358254026355,50,2,627,235,949,394
image_000000010.jpg,1024,683,9,1,./eagleview/data/raw/trainval/images/image_000000010.jpg,2,9,[],0,"[872, 146, 151, 180]",0.03886232613469985,51,2,872,146,1023,326
image_000000011.jpg,1024,458,10,1,./eagleview/data/raw/trainval/images/image_000000011.jpg,1,10,[],0,"[45, 293, 43, 119]",0.010910633870087337,56,2,45,293,88,412
image_000000011.jpg,1024,458,10,1,./eagleview/data/raw/trainval/images/image_000000011.jpg,1,10,[],0,"[101, 283, 39, 129]",0.010727261872270742,57,2,101,283,140,412
image_000000011.jpg,1024,458,10,1,./eagleview/data/raw/trainval/images/image_000000011.jpg,1,10,[],0,"[128, 292, 59, 132]",0.016605826965065504,58,2,128,292,187,424
image_000000011.jpg,1024,458,10,1,./eagleview/data/raw/trainval/images/image_000000011.jpg,1,10,[],0,"[215, 298, 30, 92]",0.005884961790393013,59,2,215,298,245,390
image_000000011.jpg,1024,458,10,1,./eagleview/data/raw/trainval/images/image_000000011.jpg,1,10,[],0,"[318, 298, 33, 79]",0.005558730212882096,60,2,318,298,351,377
image_000000011.jpg,1024,458,10,1,./eagleview/data/raw/trainval/images/image_000000011.jpg,1,10,[],0,"[497, 310, 20, 46]",0.001961653930131004,61,2,497,310,517,356
image_000000011.jpg,1024,458,10,1,./eagleview/data/raw/trainval/images/image_000000011.jpg,1,10,[],0,"[517, 297, 43, 118]",0.01081894787117904,62,2,517,297,560,415
image_000000011.jpg,1024,458,10,1,./eagleview/data/raw/trainval/images/image_000000011.jpg,1,10,[],0,"[558, 297, 33, 119]",0.008373277156113537,63,2,558,297,591,416
image_000000011.jpg,1024,458,10,1,./eagleview/data/raw/trainval/images/image_000000011.jpg,1,10,[],0,"[590, 306, 25, 57]",0.0030384313591703058,64,2,590,306,615,363
image_000000011.jpg,1024,458,10,1,./eagleview/data/raw/trainval/images/image_000000011.jpg,1,10,[],0,"[626, 329, 46, 63]",0.006179209879912664,65,2,626,329,672,392
image_000000011.jpg,1024,458,10,1,./eagleview/data/raw/trainval/images/image_000000011.jpg,2,10,[],0,"[625, 295, 46, 32]",0.003138646288209607,66,2,625,295,671,327
image_000000011.jpg,1024,458,10,1,./eagleview/data/raw/trainval/images/image_000000011.jpg,2,10,[],0,"[777, 286, 209, 97]",0.043226750136462884,67,2,777,286,986,383
image_000000011.jpg,1024,458,10,1,./eagleview/data/raw/trainval/images/image_000000011.jpg,2,10,[],0,"[922, 293, 101, 58]",0.012490618176855895,68,2,922,293,1023,351
